src_port,dst_port,proto,duration,src_bytes,dst_bytes,src_pkts,dst_pkts,state,label
37364,50,tcp,-,-,-,1,0,S0,C&C
49732,6667,tcp,2.081811,75,243,8,6,S3,C&C
56256,6667,tcp,3.138219,0,0,3,0,S0,C&C
38240,50,tcp,-,-,-,1,0,S0,C&C
50002,6667,tcp,3.082736,0,0,3,0,S0,C&C
49832,6667,tcp,4.104663,75,243,9,6,S3,C&C
53994,6667,tcp,32.059717,62,269,7,6,S3,C&C
51692,6667,tcp,3.142208,0,0,3,0,S0,C&C
36108,50,tcp,3.094997,0,0,3,0,S0,C&C
35756,50,tcp,3.157451,0,0,3,0,S0,C&C
43744,50,tcp,3.080745,0,0,3,0,S0,C&C
52496,6667,tcp,-,-,-,1,0,S0,C&C
43376,50,tcp,-,-,-,1,0,S0,C&C
57096,6667,tcp,3.138462,0,0,3,0,S0,C&C
34580,50,tcp,-,-,-,1,0,S0,C&C
43932,50,tcp,-,-,-,1,0,S0,C&C
37264,50,tcp,-,-,-,1,0,S0,C&C
35816,50,tcp,-,-,-,1,0,S0,C&C
46816,50,tcp,-,-,-,1,0,S0,C&C
49638,6667,tcp,4.080172,75,243,9,6,S3,C&C
43776,50,tcp,-,-,-,1,0,S0,C&C
46344,50,tcp,-,-,-,1,0,S0,C&C
55666,6667,tcp,-,-,-,1,0,S0,C&C
46552,50,tcp,-,-,-,1,0,S0,C&C
53436,6667,tcp,-,-,-,1,0,S0,C&C
53144,6667,tcp,2.075803,75,243,8,6,S3,C&C
34280,50,tcp,3.159199,0,0,3,0,S0,C&C
56338,6667,tcp,-,-,-,1,0,S0,C&C
35136,50,tcp,-,-,-,1,0,S0,C&C
47008,50,tcp,-,-,-,1,0,S0,C&C
45144,50,tcp,3.131480,0,0,3,0,S0,C&C
56870,6667,tcp,-,-,-,1,0,S0,C&C
49270,45,tcp,3.098731,0,0,3,0,S0,C&C
34872,50,tcp,3.133724,0,0,3,0,S0,C&C
52608,6667,tcp,-,-,-,1,0,S0,C&C
51356,45,tcp,-,-,-,1,0,S0,C&C
49134,45,tcp,296.364909,18,4,28,9,SF,C&C
50056,6667,tcp,3.085242,0,0,3,0,S0,C&C
47228,50,tcp,3.088743,0,0,3,0,S0,C&C
53610,6667,tcp,35.793318,62,269,9,6,S3,C&C
46480,50,tcp,-,-,-,1,0,S0,C&C
35800,50,tcp,-,-,-,1,0,S0,C&C
37492,50,tcp,3.119973,0,0,3,0,S0,C&C
46592,50,tcp,-,-,-,1,0,S0,C&C
48994,45,tcp,1547.676998,58,44,110,65,SF,C&C
36820,50,tcp,-,-,-,1,0,S0,C&C
44728,50,tcp,-,-,-,1,0,S0,C&C
37088,50,tcp,-,-,-,1,0,S0,C&C
36364,50,tcp,-,-,-,1,0,S0,C&C
54580,6667,tcp,3.095233,0,0,3,0,S0,C&C
47084,50,tcp,-,-,-,1,0,S0,C&C
50974,6667,tcp,3.149690,0,0,3,0,S0,C&C
49084,45,tcp,-,-,-,1,0,S0,C&C
53452,6667,tcp,-,-,-,1,0,S0,C&C
56762,6667,tcp,3.133462,0,0,3,0,S0,C&C
51132,45,tcp,3.117714,0,0,3,0,S0,C&C
35796,50,tcp,-,-,-,1,0,S0,C&C
52364,45,tcp,-,-,-,1,0,S0,C&C
43596,50,tcp,-,-,-,1,0,S0,C&C
52044,45,tcp,3.109232,0,0,3,0,S0,C&C
44684,50,tcp,-,-,-,1,0,S0,C&C
52092,6667,tcp,3.096734,0,0,3,0,S0,C&C
50856,6667,tcp,-,-,-,1,0,S0,C&C
45416,50,tcp,-,-,-,1,0,S0,C&C
54326,6667,tcp,3.108720,0,0,3,0,S0,C&C
50026,6667,tcp,1.133102,75,243,7,7,S3,C&C
57040,6667,tcp,3.088990,0,0,3,0,S0,C&C
51492,45,tcp,-,-,-,1,0,S0,C&C
55676,6667,tcp,3.110999,0,0,3,0,S0,C&C
49948,6667,tcp,-,-,-,1,0,S0,C&C
46584,50,tcp,-,-,-,1,0,S0,C&C
37080,50,tcp,-,-,-,1,0,S0,C&C
51944,45,tcp,3.101262,0,0,3,0,S0,C&C
51026,45,tcp,-,-,-,1,0,S0,C&C
51178,45,tcp,-,-,-,1,0,S0,C&C
53956,6667,tcp,-,-,-,1,0,S0,C&C
47088,50,tcp,-,-,-,1,0,S0,C&C
50320,45,tcp,-,-,-,1,0,S0,C&C
44492,50,tcp,-,-,-,1,0,S0,C&C
53388,6667,tcp,3.149940,0,0,3,0,S0,C&C
51458,6667,tcp,3.100490,0,0,3,0,S0,C&C
45344,50,tcp,-,-,-,1,0,S0,C&C
34672,50,tcp,3.114493,0,0,3,0,S0,C&C
52368,45,tcp,-,-,-,1,0,S0,C&C
44152,50,tcp,3.150461,0,0,3,0,S0,C&C
55600,6667,tcp,3.092740,0,0,3,0,S0,C&C
49120,6667,tcp,3.105494,0,0,3,0,S0,C&C
34972,50,tcp,-,-,-,1,0,S0,C&C
35244,50,tcp,3.145230,0,0,3,0,S0,C&C
52078,45,tcp,3.119221,0,0,3,0,S0,C&C
50388,6667,tcp,3.150202,0,0,3,0,S0,C&C
43584,50,tcp,3.084487,0,0,3,0,S0,C&C
44036,50,tcp,3.129969,0,0,3,0,S0,C&C
54378,6667,tcp,-,-,-,1,0,S0,C&C
53454,6667,tcp,-,-,-,1,0,S0,C&C
43384,50,tcp,-,-,-,1,0,S0,C&C
46452,50,tcp,-,-,-,1,0,S0,C&C
43740,50,tcp,-,-,-,1,0,S0,C&C
49946,45,tcp,3.139709,0,0,3,0,S0,C&C
34872,50,tcp,-,-,-,1,0,S0,C&C
52172,6667,tcp,-,-,-,1,0,S0,C&C
50646,45,tcp,3.148950,0,0,3,0,S0,C&C
43904,50,tcp,3.154272,0,0,3,0,S0,C&C
45692,50,tcp,-,-,-,1,0,S0,C&C
52104,6667,tcp,3.135728,0,0,3,0,S0,C&C
49570,45,tcp,3.148963,0,0,3,0,S0,C&C
51092,6667,tcp,-,-,-,1,0,S0,C&C
37208,50,tcp,-,-,-,1,0,S0,C&C
35352,50,tcp,-,-,-,1,0,S0,C&C
50158,6667,tcp,1.092127,75,243,7,6,S3,C&C
51738,6667,tcp,1.121861,75,243,7,6,S3,C&C
50678,6667,tcp,-,-,-,1,0,S0,C&C
36152,50,tcp,-,-,-,1,0,S0,C&C
51056,45,tcp,-,-,-,1,0,S0,C&C
34976,50,tcp,-,-,-,1,0,S0,C&C
49396,6667,tcp,1.036911,75,243,8,6,S3,C&C
52304,6667,tcp,3.137977,0,0,3,0,S0,C&C
55564,6667,tcp,-,-,-,1,0,S0,C&C
56028,6667,tcp,33.079889,62,269,7,6,S3,C&C
35976,50,tcp,3.133216,0,0,3,0,S0,C&C
56760,6667,tcp,3.141935,0,0,3,0,S0,C&C
49068,45,tcp,-,-,-,1,0,S0,C&C
44848,50,tcp,-,-,-,1,0,S0,C&C
36116,50,tcp,-,-,-,1,0,S0,C&C
37524,50,tcp,-,-,-,1,0,S0,C&C
50478,6667,tcp,3.135712,0,0,3,0,S0,C&C
53516,6667,tcp,3.125466,0,0,3,0,S0,C&C
54242,6667,tcp,3.159433,0,0,3,0,S0,C&C
35056,50,tcp,-,-,-,1,0,S0,C&C
35172,50,tcp,3.088471,0,0,3,0,S0,C&C
49998,45,tcp,-,-,-,1,0,S0,C&C
37580,50,tcp,3.147961,0,0,3,0,S0,C&C
45532,50,tcp,-,-,-,1,0,S0,C&C
46636,50,tcp,-,-,-,1,0,S0,C&C
51512,45,tcp,3.149968,0,0,3,0,S0,C&C
37664,50,tcp,-,-,-,1,0,S0,C&C
51886,45,tcp,-,-,-,1,0,S0,C&C
51604,45,tcp,-,-,-,1,0,S0,C&C
53382,6667,tcp,34.514101,62,269,8,6,S3,C&C
37356,50,tcp,-,-,-,1,0,S0,C&C
50484,45,tcp,-,-,-,1,0,S0,C&C
46172,50,tcp,-,-,-,1,0,S0,C&C
37804,50,tcp,-,-,-,1,0,S0,C&C
34480,50,tcp,-,-,-,1,0,S0,C&C
49636,45,tcp,-,-,-,1,0,S0,C&C
34508,50,tcp,-,-,-,1,0,S0,C&C
44880,50,tcp,-,-,-,1,0,S0,C&C
54960,6667,tcp,-,-,-,1,0,S0,C&C
44704,50,tcp,-,-,-,1,0,S0,C&C
51030,6667,tcp,3.157215,0,0,3,0,S0,C&C
57110,6667,tcp,32.840994,62,269,7,6,S3,C&C
55786,6667,tcp,36.089447,62,260,10,7,S3,C&C
56758,6667,tcp,-,-,-,1,0,S0,C&C
55934,6667,tcp,3.090740,0,0,3,0,S0,C&C
53012,6667,tcp,-,-,-,1,0,S0,C&C
37252,50,tcp,-,-,-,1,0,S0,C&C
52960,6667,tcp,-,-,-,1,0,S0,C&C
52714,6667,tcp,1.150095,75,243,7,7,S3,C&C
50112,6667,tcp,4.201099,75,243,9,7,S3,C&C
51728,45,tcp,3.150239,0,0,3,0,S0,C&C
34884,50,tcp,-,-,-,1,0,S0,C&C
56022,6667,tcp,36.016211,62,269,10,6,S3,C&C
51578,6667,tcp,1.084632,75,243,7,6,S3,C&C
46092,50,tcp,-,-,-,1,0,S0,C&C
51472,45,tcp,3.089745,0,0,3,0,S0,C&C
51538,6667,tcp,3.080245,0,0,3,0,S0,C&C
49468,45,tcp,-,-,-,1,0,S0,C&C
51908,45,tcp,-,-,-,1,0,S0,C&C
55544,6667,tcp,3.149223,0,0,3,0,S0,C&C
37176,50,tcp,-,-,-,1,0,S0,C&C
45288,50,tcp,-,-,-,1,0,S0,C&C
35196,50,tcp,3.120007,0,0,3,0,S0,C&C
50946,45,tcp,-,-,-,1,0,S0,C&C
43992,50,tcp,3.144215,0,0,3,0,S0,C&C
53856,6667,tcp,-,-,-,1,0,S0,C&C
55240,6667,tcp,3.154209,0,0,3,0,S0,C&C
56722,6667,tcp,3.088989,0,0,3,0,S0,C&C
37404,50,tcp,-,-,-,1,0,S0,C&C
36248,50,tcp,-,-,-,1,0,S0,C&C
52014,6667,tcp,1.114866,75,243,7,6,S3,C&C
45024,50,tcp,-,-,-,1,0,S0,C&C
56432,6667,tcp,-,-,-,1,0,S0,C&C
54128,6667,tcp,36.129420,62,260,10,7,S3,C&C
49092,45,tcp,3.109724,0,0,3,0,S0,C&C
44900,50,tcp,3.138460,0,0,3,0,S0,C&C
50358,45,tcp,-,-,-,1,0,S0,C&C
50936,45,tcp,-,-,-,1,0,S0,C&C
36288,50,tcp,-,-,-,1,0,S0,C&C
54486,6667,tcp,-,-,-,1,0,S0,C&C
50176,45,tcp,3.148659,0,0,3,0,S0,C&C
54672,6667,tcp,34.456291,62,269,8,6,S3,C&C
37200,50,tcp,-,-,-,1,0,S0,C&C
50424,45,tcp,-,-,-,1,0,S0,C&C
53562,6667,tcp,35.244138,62,260,10,7,S3,C&C
49944,45,tcp,-,-,-,1,0,S0,C&C
45320,50,tcp,-,-,-,1,0,S0,C&C
49956,45,tcp,3.098490,0,0,3,0,S0,C&C
54614,6667,tcp,-,-,-,1,0,S0,C&C
54360,6667,tcp,3.153458,0,0,3,0,S0,C&C
52832,6667,tcp,3.109229,0,0,3,0,S0,C&C
49934,6667,tcp,-,-,-,1,0,S0,C&C
43872,50,tcp,-,-,-,1,0,S0,C&C
51356,45,tcp,3.089255,0,0,3,0,S0,C&C
45820,50,tcp,-,-,-,1,0,S0,C&C
50394,6667,tcp,3.139959,0,0,3,0,S0,C&C
37240,50,tcp,-,-,-,1,0,S0,C&C
45768,50,tcp,-,-,-,1,0,S0,C&C
37908,50,tcp,3.152701,0,0,3,0,S0,C&C
50110,45,tcp,3.119456,0,0,3,0,S0,C&C
45660,50,tcp,-,-,-,1,0,S0,C&C
51584,6667,tcp,2.097805,75,243,8,6,S3,C&C
49190,45,tcp,261.188536,18,4,25,9,SF,C&C
49190,6667,tcp,2.127790,75,243,8,6,S3,C&C
46716,50,tcp,-,-,-,1,0,S0,C&C
49128,6667,tcp,-,-,-,1,0,S0,C&C
52938,6667,tcp,2.134286,75,243,8,6,S3,C&C
45144,50,tcp,-,-,-,1,0,S0,C&C
49714,45,tcp,3.159455,0,0,3,0,S0,C&C
36372,50,tcp,-,-,-,1,0,S0,C&C
38200,50,tcp,-,-,-,1,0,S0,C&C
47040,50,tcp,3.116981,0,0,3,0,S0,C&C
56512,6667,tcp,3.080747,0,0,3,0,S0,C&C
49808,6667,tcp,2.083065,75,243,9,6,S3,C&C
56772,6667,tcp,-,-,-,1,0,S0,C&C
49036,6667,tcp,-,-,-,1,0,S0,C&C
51968,6667,tcp,3.091744,0,0,3,0,S0,C&C
38144,50,tcp,-,-,-,1,0,S0,C&C
36176,50,tcp,-,-,-,1,0,S0,C&C
50866,6667,tcp,3.121725,0,0,3,0,S0,C&C
38152,50,tcp,-,-,-,1,0,S0,C&C
52496,6667,tcp,3.121480,0,0,3,0,S0,C&C
46392,50,tcp,-,-,-,1,0,S0,C&C
54180,6667,tcp,3.114736,0,0,3,0,S0,C&C
49034,6667,tcp,3.098977,0,0,3,0,S0,C&C
43364,50,tcp,-,-,-,1,0,S0,C&C
47044,50,tcp,-,-,-,1,0,S0,C&C
52398,45,tcp,-,-,-,1,0,S0,C&C
56168,6667,tcp,3.108735,0,0,3,0,S0,C&C
51202,45,tcp,2.080072,0,0,2,0,S0,C&C
51588,45,tcp,-,-,-,1,0,S0,C&C
44408,50,tcp,-,-,-,1,0,S0,C&C
46860,50,tcp,3.109982,0,0,3,0,S0,C&C
51776,45,tcp,-,-,-,1,0,S0,C&C
52540,6667,tcp,3.117256,0,0,3,0,S0,C&C
43880,50,tcp,-,-,-,1,0,S0,C&C
51224,45,tcp,3.120517,0,0,3,0,S0,C&C
52842,6667,tcp,-,-,-,1,0,S0,C&C
43840,50,tcp,-,-,-,1,0,S0,C&C
52266,6667,tcp,-,-,-,1,0,S0,C&C
51670,45,tcp,3.159709,0,0,3,0,S0,C&C
37004,50,tcp,3.147956,0,0,3,0,S0,C&C
50084,6667,tcp,-,-,-,1,0,S0,C&C
52818,6667,tcp,-,-,-,1,0,S0,C&C
53300,6667,tcp,2.149267,75,243,8,7,S3,C&C
44832,50,tcp,-,-,-,1,0,S0,C&C
49350,45,tcp,-,-,-,1,0,S0,C&C
37720,50,tcp,-,-,-,1,0,S0,C&C
46244,50,tcp,-,-,-,1,0,S0,C&C
51886,45,tcp,3.131260,0,0,3,0,S0,C&C
50426,45,tcp,-,-,-,1,0,S0,C&C
38048,50,tcp,-,-,-,1,0,S0,C&C
36156,50,tcp,-,-,-,1,0,S0,C&C
45528,50,tcp,3.126220,0,0,3,0,S0,C&C
35476,50,tcp,3.095737,0,0,3,0,S0,C&C
36560,50,tcp,-,-,-,1,0,S0,C&C
49798,45,tcp,-,-,-,1,0,S0,C&C
36416,50,tcp,-,-,-,1,0,S0,C&C
46204,50,tcp,3.117727,0,0,3,0,S0,C&C
52782,6667,tcp,-,-,-,1,0,S0,C&C
52954,6667,tcp,-,-,-,1,0,S0,C&C
46956,50,tcp,-,-,-,1,0,S0,C&C
54508,6667,tcp,3.138196,0,0,3,0,S0,C&C
51744,45,tcp,3.160200,0,0,3,0,S0,C&C
52896,6667,tcp,0.859992,75,243,7,6,S3,C&C
49312,6667,tcp,1.078645,75,243,8,6,S3,C&C
43452,50,tcp,-,-,-,1,0,S0,C&C
52048,45,tcp,54.559967,10,0,10,4,SF,C&C
51654,6667,tcp,3.138211,0,0,3,0,S0,C&C
51496,45,tcp,-,-,-,1,0,S0,C&C
43356,50,tcp,-,-,-,1,0,S0,C&C
50474,6667,tcp,-,-,-,1,0,S0,C&C
50774,6667,tcp,-,-,-,1,0,S0,C&C
45348,50,tcp,-,-,-,1,0,S0,C&C
53268,6667,tcp,2.016842,60,124,6,4,RSTR,C&C
44820,50,tcp,3.115723,0,0,3,0,S0,C&C
36220,50,tcp,3.144202,0,0,3,0,S0,C&C
55660,6667,tcp,33.313021,62,269,7,6,S3,C&C
36000,50,tcp,3.094736,0,0,3,0,S0,C&C
52838,6667,tcp,3.147208,0,0,3,0,S0,C&C
47192,50,tcp,-,-,-,1,0,S0,C&C
54434,6667,tcp,3.136202,0,0,3,0,S0,C&C
50564,6667,tcp,-,-,-,1,0,S0,C&C
36640,50,tcp,-,-,-,1,0,S0,C&C
36060,50,tcp,3.130718,0,0,3,0,S0,C&C
50342,6667,tcp,3.091486,0,0,3,0,S0,C&C
36252,50,tcp,-,-,-,1,0,S0,C&C
54402,6667,tcp,-,-,-,1,0,S0,C&C
37012,50,tcp,3.142710,0,0,3,0,S0,C&C
49372,45,tcp,3.129215,0,0,3,0,S0,C&C
51966,45,tcp,-,-,-,1,0,S0,C&C
56968,6667,tcp,33.787297,62,269,8,6,S3,C&C
56322,6667,tcp,3.142700,0,0,3,0,S0,C&C
52064,45,tcp,-,-,-,1,0,S0,C&C
49836,6667,tcp,3.086740,0,0,3,0,S0,C&C
51352,45,tcp,-,-,-,1,0,S0,C&C
54990,6667,tcp,34.167789,62,269,8,6,S3,C&C
46528,50,tcp,-,-,-,1,0,S0,C&C
35632,50,tcp,3.088225,0,0,3,0,S0,C&C
50296,45,tcp,3.151656,0,0,3,0,S0,C&C
51268,6667,tcp,3.137462,0,0,3,0,S0,C&C
56740,6667,tcp,-,-,-,1,0,S0,C&C
44824,50,tcp,3.134213,0,0,3,0,S0,C&C
50378,6667,tcp,3.135954,0,0,3,0,S0,C&C
50194,45,tcp,3.159702,0,0,3,0,S0,C&C
34588,50,tcp,-,-,-,1,0,S0,C&C
53724,6667,tcp,3.118471,0,0,3,0,S0,C&C
52464,45,tcp,3.137966,0,0,3,0,S0,C&C
35024,50,tcp,-,-,-,1,0,S0,C&C
35348,50,tcp,3.152705,0,0,3,0,S0,C&C
46260,50,tcp,-,-,-,1,0,S0,C&C
49980,45,tcp,-,-,-,1,0,S0,C&C
49316,45,tcp,3.159701,0,0,3,0,S0,C&C
34336,50,tcp,-,-,-,1,0,S0,C&C
52942,6667,tcp,-,-,-,1,0,S0,C&C
34444,50,tcp,3.136962,0,0,3,0,S0,C&C
49276,6667,tcp,2.125037,75,243,8,7,S3,C&C
47220,50,tcp,-,-,-,1,0,S0,C&C
44200,50,tcp,-,-,-,1,0,S0,C&C
51668,45,tcp,3.108487,0,0,3,0,S0,C&C
45600,50,tcp,-,-,-,1,0,S0,C&C
43708,50,tcp,3.137970,0,0,3,0,S0,C&C
49342,6667,tcp,3.153453,0,0,3,0,S0,C&C
37212,50,tcp,3.159951,0,0,3,0,S0,C&C
44092,50,tcp,-,-,-,1,0,S0,C&C
49096,45,tcp,3.139963,0,0,3,0,S0,C&C
52462,45,tcp,-,-,-,1,0,S0,C&C
44288,50,tcp,3.115978,0,0,3,0,S0,C&C
38208,50,tcp,-,-,-,1,0,S0,C&C
45560,50,tcp,-,-,-,1,0,S0,C&C
55718,6667,tcp,3.117975,0,0,3,0,S0,C&C
44152,50,tcp,-,-,-,1,0,S0,C&C
49770,6667,tcp,-,-,-,1,0,S0,C&C
46772,50,tcp,3.114216,0,0,3,0,S0,C&C
53398,6667,tcp,-,-,-,1,0,S0,C&C
46080,50,tcp,-,-,-,1,0,S0,C&C
54344,6667,tcp,-,-,-,1,0,S0,C&C
37484,50,tcp,3.122970,0,0,3,0,S0,C&C
46884,50,tcp,3.141211,0,0,3,0,S0,C&C
35428,50,tcp,-,-,-,1,0,S0,C&C
37148,50,tcp,-,-,-,1,0,S0,C&C
49132,6667,tcp,3.136714,0,0,3,0,S0,C&C
49450,45,tcp,3.125454,0,0,3,0,S0,C&C
43680,50,tcp,-,-,-,1,0,S0,C&C
51196,45,tcp,-,-,-,1,0,S0,C&C
51028,45,tcp,3.098216,0,0,3,0,S0,C&C
47024,50,tcp,3.122727,0,0,3,0,S0,C&C
38064,50,tcp,3.098238,0,0,3,0,S0,C&C
51578,45,tcp,3.097735,0,0,3,0,S0,C&C
37030,80,tcp,3.148933,0,0,3,0,S0,C&C
49946,6667,tcp,3.119223,0,0,3,0,S0,C&C
36000,50,tcp,-,-,-,1,0,S0,C&C
55376,6667,tcp,-,-,-,1,0,S0,C&C
46148,50,tcp,-,-,-,1,0,S0,C&C
50370,6667,tcp,-,-,-,1,0,S0,C&C
50562,6667,tcp,-,-,-,1,0,S0,C&C
53864,6667,tcp,34.735443,62,269,8,6,S3,C&C
47072,50,tcp,-,-,-,1,0,S0,C&C
37492,50,tcp,-,-,-,1,0,S0,C&C
46584,50,tcp,-,-,-,1,0,S0,C&C
53358,6667,tcp,38.577263,62,269,9,6,S3,C&C
52056,45,tcp,3.089502,0,0,3,0,S0,C&C
54624,6667,tcp,3.141463,0,0,3,0,S0,C&C
51566,6667,tcp,1.083383,75,243,7,6,S3,C&C
46572,50,tcp,3.136460,0,0,3,0,S0,C&C
53408,6667,tcp,3.095736,0,0,3,0,S0,C&C
50192,45,tcp,3.119477,0,0,3,0,S0,C&C
45688,50,tcp,-,-,-,1,0,S0,C&C
52728,6667,tcp,0.899986,75,234,8,7,S3,C&C
56796,6667,tcp,32.999911,62,269,7,6,S3,C&C
50546,45,tcp,3.159949,0,0,3,0,S0,C&C
46308,50,tcp,-,-,-,1,0,S0,C&C
49844,45,tcp,3.101235,0,0,3,0,S0,C&C
34820,50,tcp,-,-,-,1,0,S0,C&C
50806,45,tcp,2.088617,0,0,2,0,S0,C&C
36748,50,tcp,-,-,-,1,0,S0,C&C
55734,6667,tcp,3.098734,0,0,3,0,S0,C&C
54802,6667,tcp,35.891585,62,269,9,6,S3,C&C
35144,50,tcp,3.083239,0,0,3,0,S0,C&C
45764,50,tcp,-,-,-,1,0,S0,C&C
56024,6667,tcp,-,-,-,1,0,S0,C&C
51354,6667,tcp,1.101123,75,243,7,6,S3,C&C
35720,50,tcp,-,-,-,1,0,S0,C&C
46276,50,tcp,-,-,-,1,0,S0,C&C
37136,50,tcp,-,-,-,1,0,S0,C&C
53368,6667,tcp,36.382273,62,269,7,6,S3,C&C
51324,45,tcp,3.138962,0,0,3,0,S0,C&C
56198,6667,tcp,34.070771,62,269,8,6,S3,C&C
49732,45,tcp,-,-,-,1,0,S0,C&C
50104,45,tcp,-,-,-,1,0,S0,C&C
44024,50,tcp,-,-,-,1,0,S0,C&C
52326,45,tcp,3.088997,0,0,3,0,S0,C&C
38000,50,tcp,-,-,-,1,0,S0,C&C
45468,50,tcp,3.155952,0,0,3,0,S0,C&C
36588,50,tcp,-,-,-,1,0,S0,C&C
51222,45,tcp,-,-,-,1,0,S0,C&C
46348,50,tcp,3.082743,0,0,3,0,S0,C&C
36572,50,tcp,-,-,-,1,0,S0,C&C
57016,6667,tcp,33.390495,62,269,7,6,S3,C&C
52024,6667,tcp,3.085491,0,0,3,0,S0,C&C
51684,45,tcp,-,-,-,1,0,S0,C&C
43456,50,tcp,-,-,-,1,0,S0,C&C
49580,6667,tcp,-,-,-,1,0,S0,C&C
36716,50,tcp,-,-,-,1,0,S0,C&C
45828,50,tcp,-,-,-,1,0,S0,C&C
52154,45,tcp,3.101004,0,0,3,0,S0,C&C
55648,6667,tcp,31.810144,62,269,7,6,S3,C&C
51388,45,tcp,3.149208,0,0,3,0,S0,C&C
51552,45,tcp,3.109744,0,0,3,0,S0,C&C
54550,6667,tcp,-,-,-,1,0,S0,C&C
52344,45,tcp,3.129471,0,0,3,0,S0,C&C
45304,50,tcp,-,-,-,1,0,S0,C&C
37480,50,tcp,-,-,-,1,0,S0,C&C
49248,6667,tcp,4.100650,74,242,9,6,S3,C&C
45672,50,tcp,-,-,-,1,0,S0,C&C
34720,50,tcp,-,-,-,1,0,S0,C&C
34896,50,tcp,3.085248,0,0,3,0,S0,C&C
36932,50,tcp,3.157196,0,0,3,0,S0,C&C
45780,50,tcp,-,-,-,1,0,S0,C&C
46160,50,tcp,-,-,-,1,0,S0,C&C
52540,6667,tcp,-,-,-,1,0,S0,C&C
38128,50,tcp,3.152700,0,0,3,0,S0,C&C
56610,6667,tcp,32.746114,62,269,7,6,S3,C&C
54450,6667,tcp,3.100228,0,0,3,0,S0,C&C
47240,50,tcp,-,-,-,1,0,S0,C&C
34900,50,tcp,-,-,-,1,0,S0,C&C
51534,6667,tcp,-,-,-,1,0,S0,C&C
44912,50,tcp,3.116474,0,0,3,0,S0,C&C
51558,6667,tcp,3.158196,0,0,3,0,S0,C&C
36496,50,tcp,-,-,-,1,0,S0,C&C
51488,45,tcp,3.089504,0,0,3,0,S0,C&C
35020,50,tcp,-,-,-,1,0,S0,C&C
43480,50,tcp,-,-,-,1,0,S0,C&C
37692,50,tcp,-,-,-,1,0,S0,C&C
50164,6667,tcp,4.196122,75,243,9,7,S3,C&C
51670,45,tcp,-,-,-,1,0,S0,C&C
54266,6667,tcp,3.109750,0,0,3,0,S0,C&C
49214,6667,tcp,1.102622,75,243,7,6,S3,C&C
44140,50,tcp,-,-,-,1,0,S0,C&C
34164,50,tcp,-,-,-,1,0,S0,C&C
36488,50,tcp,3.088986,0,0,3,0,S0,C&C
56498,6667,tcp,-,-,-,1,0,S0,C&C
46032,50,tcp,3.152965,0,0,3,0,S0,C&C
34240,50,tcp,-,-,-,1,0,S0,C&C
55860,6667,tcp,-,-,-,1,0,S0,C&C
50044,45,tcp,-,-,-,1,0,S0,C&C
43536,50,tcp,-,-,-,1,0,S0,C&C
51734,6667,tcp,-,-,-,1,0,S0,C&C
46004,50,tcp,-,-,-,1,0,S0,C&C
51612,6667,tcp,4.094165,75,243,9,6,S3,C&C
47044,50,tcp,-,-,-,1,0,S0,C&C
34408,50,tcp,-,-,-,1,0,S0,C&C
45820,50,tcp,-,-,-,1,0,S0,C&C
43832,50,tcp,3.120225,0,0,3,0,S0,C&C
34628,50,tcp,3.098235,0,0,3,0,S0,C&C
37020,50,tcp,-,-,-,1,0,S0,C&C
49144,45,tcp,3.108970,0,0,3,0,S0,C&C
45720,50,tcp,3.088486,0,0,3,0,S0,C&C
44108,50,tcp,-,-,-,1,0,S0,C&C
35488,50,tcp,-,-,-,1,0,S0,C&C
36488,50,tcp,-,-,-,1,0,S0,C&C
51444,45,tcp,-,-,-,1,0,S0,C&C
50624,6667,tcp,3.083501,0,0,3,0,S0,C&C
36864,50,tcp,-,-,-,1,0,S0,C&C
46508,50,tcp,3.109237,0,0,3,0,S0,C&C
54904,6667,tcp,32.240103,62,269,7,6,S3,C&C
45084,50,tcp,-,-,-,1,0,S0,C&C
37588,50,tcp,-,-,-,1,0,S0,C&C
44908,50,tcp,-,-,-,1,0,S0,C&C
44816,50,tcp,-,-,-,1,0,S0,C&C
36396,50,tcp,3.147958,0,0,3,0,S0,C&C
37632,50,tcp,-,-,-,1,0,S0,C&C
51146,6667,tcp,3.093485,0,0,3,0,S0,C&C
50986,45,tcp,-,-,-,1,0,S0,C&C
46680,50,tcp,-,-,-,1,0,S0,C&C
50040,45,tcp,-,-,-,1,0,S0,C&C
38148,50,tcp,-,-,-,1,0,S0,C&C
50808,45,tcp,3.119993,0,0,3,0,S0,C&C
36440,50,tcp,-,-,-,1,0,S0,C&C
55440,6667,tcp,3.125723,0,0,3,0,S0,C&C
52058,45,tcp,-,-,-,1,0,S0,C&C
52292,45,tcp,3.089758,0,0,3,0,S0,C&C
45580,50,tcp,-,-,-,1,0,S0,C&C
50292,6667,tcp,1.035659,75,243,8,6,S3,C&C
45068,50,tcp,-,-,-,1,0,S0,C&C
51702,45,tcp,-,-,-,1,0,S0,C&C
36064,50,tcp,3.149207,0,0,3,0,S0,C&C
46472,50,tcp,-,-,-,1,0,S0,C&C
36168,50,tcp,-,-,-,1,0,S0,C&C
51454,6667,tcp,1.100120,75,243,7,7,S3,C&C
55322,6667,tcp,-,-,-,1,0,S0,C&C
53204,6667,tcp,1.089375,75,243,7,6,S3,C&C
37532,50,tcp,-,-,-,1,0,S0,C&C
47168,50,tcp,-,-,-,1,0,S0,C&C
